Date,Open,High,Low,Close,Previous,Change,%Change
2012-02-13,23.83,24.76,23.12,23.71,23.83,-0.12,-0.005
2012-02-14,23.71,23.92,22.71,22.71,23.71,-1.0,-0.0422
2012-02-15,22.71,22.71,21.71,22.1,22.71,-0.61,-0.0269
2012-02-16,22.1,23.88,20.3,23.33,22.1,1.23,0.055700000000000006
2012-02-17,23.33,24.91,21.81,24.18,23.33,0.85,0.0364
2012-02-21,24.18,27.18,24.18,26.25,24.18,2.07,0.08560000000000001
2012-02-22,26.25,27.3,25.69,26.8,26.25,0.55,0.021
2012-02-23,26.8,26.8,24.13,24.33,26.8,-2.47,-0.0922
2012-02-24,24.33,25.79,23.59,24.82,24.33,0.49,0.0201
2012-02-27,24.82,27.87,24.82,27.38,24.82,2.56,0.10310000000000001
2012-02-28,27.38,27.38,25.7,25.85,27.38,-1.53,-0.0559
2012-02-29,25.85,27.09,24.69,26.93,25.85,1.08,0.0418
2012-03-01,26.93,28.02,26.52,27.67,26.93,0.74,0.0275
2012-03-02,27.67,28.37,26.62,27.84,27.67,0.17,0.0061
2012-03-03,27.84,28.2,27.17,28.2,27.84,0.36,0.0129
2012-03-05,28.2,29.55,28.2,28.92,28.2,0.72,0.0255
2012-03-06,28.92,28.92,26.05,27.34,28.92,-1.58,-0.0546
2012-03-07,27.34,27.34,25.97,26.33,27.34,-1.01,-0.0369
2012-03-09,26.33,26.33,24.6,25.47,26.33,-0.86,-0.0327
2012-03-12,25.47,26.93,24.92,26.27,25.47,0.8,0.031400000000000004
2012-03-13,26.27,26.27,24.64,24.75,26.27,-1.52,-0.0579
2012-03-14,24.75,25.09,23.03,24.72,24.75,-0.03,-0.0012
2012-03-15,24.72,25.64,24.04,25.42,24.72,0.7,0.028300000000000002
2012-03-16,25.42,25.42,22.58,23.13,25.42,-2.29,-0.0901
2012-03-19,23.13,23.82,22.79,22.97,23.13,-0.16,-0.0069
2012-03-20,22.97,22.97,21.36,21.94,22.97,-1.03,-0.044800000000000006
2012-03-21,21.94,21.99,21.0,21.0,21.94,-0.94,-0.042800000000000005
2012-03-22,21.0,24.77,20.59,24.77,21.0,3.77,0.1795
2012-03-23,24.77,24.77,22.89,23.34,24.77,-1.43,-0.057699999999999994
2012-03-26,23.34,27.45,22.4,26.74,23.34,3.4,0.1457
2012-03-27,26.74,27.13,24.32,25.05,26.74,-1.69,-0.0632
2012-03-28,25.05,25.83,24.82,24.87,25.05,-0.18,-0.0072
2012-03-29,24.87,25.86,24.19,24.33,24.87,-0.54,-0.0217
2012-03-30,24.33,24.33,22.07,22.38,24.33,-1.95,-0.0801
2012-04-02,22.86,22.94,20.88,20.88,22.38,-1.5,-0.067
2012-04-03,20.88,20.88,19.93,20.01,20.88,-0.87,-0.0417
2012-04-04,20.01,20.85,20.01,20.63,20.01,0.62,0.031000000000000003
2012-04-09,20.63,22.44,20.63,22.33,20.63,1.7,0.0824
2012-04-10,22.33,22.81,21.73,21.92,22.33,-0.41,-0.0184
2012-04-11,21.92,22.75,21.65,22.29,21.92,0.37,0.0169
2012-04-12,22.29,22.29,21.72,21.78,22.29,-0.51,-0.0229
2012-04-13,19.86,23.16,19.86,22.75,21.78,0.97,0.044500000000000005
2012-04-16,22.75,23.29,22.23,22.23,22.75,-0.52,-0.0229
2012-04-17,22.23,22.75,20.29,20.31,22.23,-1.92,-0.0864
2012-04-18,18.93,20.2,18.93,20.03,20.31,-0.28,-0.0138
2012-04-19,20.03,20.03,18.99,19.35,20.03,-0.68,-0.0339
2012-04-20,19.35,20.75,19.02,20.09,19.35,0.74,0.0382
2012-04-23,20.09,21.57,19.71,21.57,20.09,1.48,0.0737
2012-04-24,21.57,21.57,19.13,19.25,21.57,-2.32,-0.1076
2012-04-25,17.76,20.4,17.76,18.94,19.25,-0.31,-0.0161
2012-04-26,19.33,19.45,18.31,18.74,18.94,-0.2,-0.0106
2012-04-27,18.74,19.18,17.85,17.89,18.74,-0.85,-0.0454
2012-04-28,18.55,18.55,17.59,17.61,17.89,-0.28,-0.015700000000000002
2012-04-30,17.61,18.52,17.61,17.82,17.61,0.21,0.011899999999999999
2012-05-02,17.82,18.61,17.82,18.54,17.82,0.72,0.0404
2012-05-03,18.54,19.82,18.54,19.25,18.54,0.71,0.0383
2012-05-04,19.25,21.45,19.25,21.12,19.25,1.87,0.0971
2012-05-07,21.12,23.23,20.18,20.22,21.12,-0.9,-0.0426
2012-05-08,20.22,22.3,19.65,22.16,20.22,1.94,0.0959
2012-05-09,22.16,23.87,22.06,23.04,22.16,0.88,0.039700000000000006
2012-05-10,23.04,23.64,22.07,22.72,23.04,-0.32,-0.0139
2012-05-11,22.72,23.93,22.35,22.48,22.72,-0.24,-0.0106
2012-05-14,22.48,23.52,22.48,23.26,22.48,0.78,0.0347
2012-05-15,23.26,23.26,22.2,22.28,23.26,-0.98,-0.0421
2012-05-16,22.28,24.54,22.28,23.71,22.28,1.43,0.06420000000000001
2012-05-17,23.71,24.27,22.21,23.59,23.71,-0.12,-0.0051
2012-05-18,23.59,25.45,22.57,23.55,23.59,-0.04,-0.0017000000000000001
2012-05-21,23.55,24.35,23.2,23.92,23.55,0.37,0.015700000000000002
2012-05-22,23.92,24.63,22.6,24.39,23.92,0.47,0.0196
2012-05-23,24.39,27.2,23.21,27.13,24.39,2.74,0.11230000000000001
2012-05-24,27.13,27.13,24.0,25.49,27.13,-1.64,-0.0604
2012-05-25,25.49,26.6,24.06,25.14,25.49,-0.35,-0.013700000000000002
2012-05-28,25.14,25.4,23.59,23.68,25.14,-1.46,-0.0581
2012-05-29,23.68,24.33,22.7,24.03,23.68,0.35,0.0148
2012-05-30,24.03,25.54,23.29,25.3,24.03,1.27,0.0529
2012-05-31,25.3,25.97,24.99,25.25,25.3,-0.05,-0.002
2012-06-01,25.25,26.77,24.88,26.77,25.25,1.52,0.0602
2012-06-04,26.77,28.65,25.6,25.6,26.77,-1.17,-0.0437
2012-06-05,25.6,26.69,24.27,26.26,25.6,0.66,0.0258
2012-06-06,26.26,26.26,24.26,24.9,26.26,-1.36,-0.0518
2012-06-07,24.9,25.06,23.34,23.64,24.9,-1.26,-0.0506
2012-06-08,23.64,24.75,23.45,23.47,23.64,-0.17,-0.0072
2012-06-11,23.47,25.02,23.47,25.02,23.47,1.55,0.066
2012-06-12,25.02,25.43,23.94,24.2,25.02,-0.82,-0.032799999999999996
2012-06-13,24.2,25.32,23.53,24.36,24.2,0.16,0.006600000000000001
2012-06-14,24.36,25.82,23.4,25.71,24.36,1.35,0.055400000000000005
2012-06-15,25.71,25.92,24.49,25.54,25.71,-0.17,-0.006600000000000001
2012-06-18,25.54,25.54,22.25,22.6,25.54,-2.94,-0.1151
2012-06-19,22.6,22.6,21.04,21.43,22.6,-1.17,-0.0518
2012-06-20,21.43,21.72,20.11,21.03,21.43,-0.4,-0.0187
2012-06-21,21.03,21.22,19.43,19.94,21.03,-1.09,-0.0518
2012-06-22,19.94,21.52,19.61,20.58,19.94,0.64,0.032100000000000004
2012-06-25,20.58,21.63,20.04,21.57,20.58,0.99,0.0481
2012-06-26,21.57,21.76,20.04,20.23,21.57,-1.34,-0.0621
2012-06-27,20.23,20.81,19.39,20.37,20.23,0.14,0.0069
2012-06-28,20.37,20.73,19.53,20.62,20.37,0.25,0.0123
2012-06-29,20.62,20.62,18.8,19.08,20.62,-1.54,-0.0747
2012-07-02,19.08,19.7,18.79,19.01,19.08,-0.07,-0.0037
2012-07-03,19.01,19.01,18.14,18.56,19.01,-0.45,-0.023700000000000002
2012-07-04,18.56,18.83,17.48,18.27,18.56,-0.29,-0.015600000000000001
2012-07-05,18.27,18.7,18.09,18.35,18.27,0.08,0.0044
2012-07-06,18.35,18.63,18.04,18.04,18.35,-0.31,-0.0169
2012-07-09,18.04,19.09,18.04,18.72,18.04,0.68,0.037700000000000004
2012-07-10,18.72,18.87,17.8,17.83,18.72,-0.89,-0.0475
2012-07-11,17.83,18.57,17.8,18.39,17.83,0.56,0.031400000000000004
2012-07-12,18.39,19.31,18.02,18.71,18.39,0.32,0.0174
2012-07-13,18.71,18.71,17.62,18.26,18.71,-0.45,-0.024100000000000003
2012-07-16,18.26,19.01,18.08,18.77,18.26,0.51,0.0279
2012-07-17,18.77,18.77,17.72,17.78,18.77,-0.99,-0.0527
2012-07-18,17.78,17.83,17.06,17.44,17.78,-0.34,-0.0191
2012-07-19,17.44,17.44,16.33,16.38,17.44,-1.06,-0.0608
2012-07-20,16.38,17.31,15.84,16.89,16.38,0.51,0.0311
2012-07-23,16.89,18.67,16.89,18.66,16.89,1.77,0.1048
2012-07-24,18.66,18.66,16.56,16.97,18.66,-1.69,-0.0906
2012-07-25,16.97,18.14,16.48,16.75,16.97,-0.22,-0.013000000000000001
2012-07-26,16.75,17.58,15.92,16.37,16.75,-0.38,-0.0227
2012-07-27,16.37,16.75,15.42,16.44,16.37,0.07,0.0043
2012-07-30,16.44,17.32,16.43,16.6,16.44,0.16,0.0097
2012-07-31,16.6,17.13,15.93,16.01,16.6,-0.59,-0.0355
2012-08-01,16.01,16.48,15.86,16.45,16.01,0.44,0.0275
2012-08-02,16.45,16.91,16.45,16.77,16.45,0.32,0.0195
2012-08-03,16.77,16.96,16.12,16.12,16.77,-0.65,-0.0388
2012-08-06,16.12,16.51,15.68,16.22,16.12,0.1,0.0062
2012-08-07,16.22,16.33,15.74,16.21,16.22,-0.01,-0.0006
2012-08-08,16.21,16.74,15.51,16.37,16.21,0.16,0.0099
2012-08-09,16.37,16.77,16.04,16.33,16.37,-0.04,-0.0024
2012-08-10,16.33,16.51,16.03,16.07,16.33,-0.26,-0.0159
2012-08-13,16.07,16.65,16.0,16.01,16.07,-0.06,-0.0037
2012-08-14,16.01,16.15,15.57,15.64,16.01,-0.37,-0.023100000000000002
2012-08-16,15.64,16.13,15.07,15.69,15.64,0.05,0.0032
2012-08-17,15.69,16.02,15.21,15.73,15.69,0.04,0.0025
2012-08-21,15.73,16.49,15.71,16.3,15.73,0.57,0.0362
2012-08-22,16.3,16.53,15.79,16.0,16.3,-0.3,-0.0184
2012-08-23,16.0,16.36,15.44,16.12,16.0,0.12,0.0075
2012-08-24,16.12,16.8,15.66,16.16,16.12,0.04,0.0025
2012-08-27,16.16,17.03,14.68,16.47,16.16,0.31,0.0192
2012-08-28,16.47,16.76,15.8,16.35,16.47,-0.12,-0.0073
2012-08-29,16.35,16.9,15.64,16.74,16.35,0.39,0.0239
2012-08-30,16.74,17.04,16.55,16.67,16.74,-0.07,-0.0042
2012-08-31,16.67,17.35,16.59,17.3,16.67,0.63,0.0378
2012-09-03,17.3,17.5,16.86,17.28,17.3,-0.02,-0.0012
2012-09-04,17.28,17.28,16.59,16.59,17.28,-0.69,-0.039900000000000005
2012-09-05,16.59,17.15,16.19,17.01,16.59,0.42,0.0253
2012-09-06,17.01,17.07,16.23,16.98,17.01,-0.03,-0.0018
2012-09-07,16.98,16.98,15.2,15.26,16.98,-1.72,-0.10130000000000002
2012-09-08,15.26,15.26,14.45,14.76,15.26,-0.5,-0.032799999999999996
2012-09-10,14.76,15.46,14.76,15.27,14.76,0.51,0.0346
2012-09-11,15.27,15.51,15.1,15.38,15.27,0.11,0.0072
2012-09-12,15.38,15.66,14.64,15.04,15.38,-0.34,-0.0221
2012-09-13,15.04,15.83,14.62,15.67,15.04,0.63,0.04190000000000001
2012-09-14,15.67,15.67,13.86,15.38,15.67,-0.29,-0.018500000000000003
2012-09-17,15.38,17.81,15.38,17.78,15.38,2.4,0.156
2012-09-18,17.78,18.09,16.17,17.83,17.78,0.05,0.0028000000000000004
2012-09-20,17.83,18.81,17.13,18.62,17.83,0.79,0.0443
2012-09-21,18.62,19.45,17.09,18.93,18.62,0.31,0.0166
2012-09-24,18.93,19.83,18.46,18.83,18.93,-0.1,-0.0053
2012-09-25,18.83,18.83,17.11,17.11,18.83,-1.72,-0.0913
2012-09-26,17.11,17.3,16.62,16.97,17.11,-0.14,-0.008199999999999999
2012-09-27,16.97,17.09,15.73,16.91,16.97,-0.06,-0.0034999999999999996
2012-09-28,16.91,16.91,16.13,16.16,16.91,-0.75,-0.0444
2012-10-01,16.16,16.77,15.99,16.34,16.16,0.18,0.0111
2012-10-03,16.34,16.98,15.69,16.5,16.34,0.16,0.0098
2012-10-04,16.5,16.62,15.59,16.44,16.5,-0.06,-0.0036
2012-10-05,16.44,17.49,15.68,16.78,16.44,0.34,0.0207
2012-10-08,16.78,17.59,16.17,17.17,16.78,0.39,0.0232
2012-10-09,17.17,17.17,16.32,16.8,17.17,-0.37,-0.0215
2012-10-10,16.8,17.16,16.5,16.83,16.8,0.03,0.0018
2012-10-11,16.83,17.24,16.12,16.49,16.83,-0.34,-0.0202
2012-10-12,16.49,16.82,15.37,16.49,16.49,0.0,0.0
2012-10-15,16.49,16.68,15.78,15.9,16.49,-0.59,-0.0358
2012-10-16,15.9,15.9,14.82,15.57,15.9,-0.33,-0.020800000000000003
2012-10-17,15.57,15.57,14.36,15.17,15.57,-0.4,-0.0257
2012-10-18,15.17,15.17,14.15,14.76,15.17,-0.41,-0.027000000000000003
2012-10-19,14.76,15.19,13.95,14.54,14.76,-0.22,-0.0149
2012-10-22,14.34,14.37,12.87,13.04,14.54,-1.5,-0.1032
2012-10-23,13.04,14.22,12.93,13.71,13.04,0.67,0.0514
2012-10-25,13.71,14.55,13.4,13.52,13.71,-0.19,-0.0139
2012-10-26,13.52,14.81,13.52,14.21,13.52,0.69,0.051
2012-10-29,14.21,15.37,14.21,15.12,14.21,0.91,0.064
2012-10-30,15.12,15.55,15.09,15.17,15.12,0.05,0.0033000000000000004
2012-10-31,15.17,15.18,14.31,14.4,15.17,-0.77,-0.050800000000000005
2012-11-01,14.4,14.67,14.01,14.08,14.4,-0.32,-0.0222
2012-11-02,14.08,14.08,13.25,13.66,14.08,-0.42,-0.0298
2012-11-05,13.66,14.98,13.49,14.63,13.66,0.97,0.071
2012-11-06,14.63,15.64,13.83,15.21,14.63,0.58,0.0396
2012-11-07,15.21,15.39,14.41,14.51,15.21,-0.7,-0.046
2012-11-08,14.51,14.57,13.86,14.22,14.51,-0.29,-0.02
2012-11-09,14.22,14.8,13.57,14.37,14.22,0.15,0.0105
2012-11-12,14.37,15.11,13.75,14.86,14.37,0.49,0.034100000000000005
2012-11-13,14.86,14.91,13.93,14.91,14.86,0.05,0.0034000000000000002
2012-11-15,14.91,16.36,13.85,15.53,14.91,0.62,0.041600000000000005
2012-11-16,15.53,16.27,14.13,16.22,15.53,0.69,0.0444
2012-11-19,16.22,17.22,14.71,16.68,16.22,0.46,0.028399999999999998
2012-11-20,16.68,16.68,14.72,15.81,16.68,-0.87,-0.052199999999999996
2012-11-21,15.81,16.03,14.82,15.46,15.81,-0.35,-0.0221
2012-11-22,15.46,15.55,14.65,14.91,15.46,-0.55,-0.0356
2012-11-23,14.91,15.01,13.42,14.68,14.91,-0.23,-0.0154
2012-11-26,14.68,14.94,14.09,14.67,14.68,-0.01,-0.0007000000000000001
2012-11-27,14.67,14.68,13.39,13.96,14.67,-0.71,-0.0484
2012-11-29,13.96,15.62,13.48,15.37,13.96,1.41,0.10099999999999999
2012-11-30,15.37,15.38,14.06,15.15,15.37,-0.22,-0.0143
2012-12-03,15.15,15.72,14.54,15.62,15.15,0.47,0.031000000000000003
2012-12-04,15.62,16.17,14.62,15.91,15.62,0.29,0.018600000000000002
2012-12-05,15.91,16.72,14.79,16.62,15.91,0.71,0.0446
2012-12-06,16.62,16.62,15.02,15.24,16.62,-1.38,-0.083
2012-12-07,15.24,15.51,14.42,14.96,15.24,-0.28,-0.0184
2012-12-10,14.96,14.96,14.22,14.51,14.96,-0.45,-0.0301
2012-12-11,14.51,14.84,13.39,14.67,14.51,0.16,0.011000000000000001
2012-12-12,14.67,14.67,13.4,14.51,14.67,-0.16,-0.010900000000000002
2012-12-13,14.51,14.86,13.29,14.71,14.51,0.2,0.0138
2012-12-14,14.71,14.83,13.43,14.23,14.71,-0.48,-0.0326
2012-12-17,14.23,15.06,13.42,14.92,14.23,0.69,0.048499999999999995
2012-12-18,14.92,14.92,14.07,14.44,14.92,-0.48,-0.0322
2012-12-19,14.44,14.64,13.28,14.47,14.44,0.03,0.0021
2012-12-20,14.47,14.9,13.77,14.32,14.47,-0.15,-0.010400000000000001
2012-12-21,14.32,15.06,13.77,14.63,14.32,0.31,0.0216
2012-12-24,14.63,15.15,14.15,14.49,14.63,-0.14,-0.0096
2012-12-26,14.49,14.98,14.03,14.1,14.49,-0.39,-0.0269
2012-12-27,14.1,14.34,13.62,13.74,14.1,-0.36,-0.0255
2012-12-28,13.74,13.83,13.46,13.63,13.74,-0.11,-0.008
2012-12-31,13.63,14.97,13.63,14.95,13.63,1.32,0.0968
2013-01-01,14.95,14.95,13.64,13.69,14.95,-1.26,-0.0843
2013-01-02,13.69,13.91,12.99,13.71,13.69,0.02,0.0015
2013-01-03,13.71,13.94,13.22,13.47,13.71,-0.24,-0.0175
2013-01-04,13.47,13.63,13.28,13.37,13.47,-0.1,-0.0074
2013-01-07,13.37,14.04,13.37,13.92,13.37,0.55,0.041100000000000005
2013-01-08,13.92,14.06,13.21,13.27,13.92,-0.65,-0.0467
2013-01-09,13.27,13.56,12.58,13.32,13.27,0.05,0.0038
2013-01-10,13.32,13.63,12.85,13.27,13.32,-0.05,-0.0038
2013-01-11,13.27,13.35,12.83,13.23,13.27,-0.04,-0.003
2013-01-14,13.23,14.02,13.22,13.7,13.23,0.47,0.0355
2013-01-15,13.7,14.0,13.34,13.58,13.7,-0.12,-0.0088
2013-01-16,13.58,14.14,13.06,13.99,13.58,0.41,0.0302
2013-01-17,13.99,14.25,13.66,14.01,13.99,0.02,0.0014000000000000002
2013-01-18,14.01,14.26,13.25,13.89,14.01,-0.12,-0.0086
2013-01-21,13.89,14.39,13.63,13.66,13.89,-0.23,-0.0166
2013-01-22,13.66,14.06,12.9,13.89,13.66,0.23,0.0168
2013-01-23,13.89,14.28,13.13,13.67,13.89,-0.22,-0.0158
2013-01-24,13.67,14.55,12.84,14.46,13.67,0.79,0.057800000000000004
2013-01-25,14.46,14.98,14.32,14.77,14.46,0.31,0.021400000000000002
2013-01-28,14.77,15.49,14.41,15.17,14.77,0.4,0.0271
2013-01-29,15.17,15.28,14.28,14.47,15.17,-0.7,-0.0461
2013-01-30,14.47,14.68,14.05,14.38,14.47,-0.09,-0.0062
2013-01-31,14.38,14.54,13.65,14.13,14.38,-0.25,-0.0174
2013-02-01,14.13,14.18,13.76,13.76,14.13,-0.37,-0.0262
2013-02-04,13.76,14.62,13.51,14.34,13.76,0.58,0.0422
2013-02-05,14.34,14.83,14.11,14.61,14.34,0.27,0.0188
2013-02-06,14.61,14.61,14.1,14.26,14.61,-0.35,-0.024
2013-02-07,14.26,14.89,13.56,14.89,14.26,0.63,0.0442
2013-02-08,14.89,15.22,13.75,15.16,14.89,0.27,0.0181
2013-02-11,15.16,15.74,14.96,15.65,15.16,0.49,0.0323
2013-02-12,15.65,15.71,14.98,15.31,15.65,-0.34,-0.0217
2013-02-13,15.31,15.31,14.47,15.14,15.31,-0.17,-0.0111
2013-02-14,15.14,15.52,14.67,15.09,15.14,-0.05,-0.0033000000000000004
2013-02-15,15.09,15.49,14.13,15.24,15.09,0.15,0.0099
2013-02-18,15.24,16.61,15.24,16.29,15.24,1.05,0.0689
2013-02-19,16.29,16.5,15.48,15.81,16.29,-0.48,-0.029500000000000002
2013-02-20,15.81,16.01,14.88,15.6,15.81,-0.21,-0.013300000000000001
2013-02-21,15.6,17.25,15.25,16.94,15.6,1.34,0.0859
2013-02-22,16.94,17.29,16.36,16.79,16.94,-0.15,-0.0089
2013-02-25,16.79,17.33,16.61,16.73,16.79,-0.06,-0.0036
2013-02-26,16.73,17.6,16.47,17.36,16.73,0.63,0.037700000000000004
2013-02-27,17.36,17.36,16.11,16.23,17.36,-1.13,-0.0651
2013-02-28,16.23,16.23,14.59,14.86,16.23,-1.37,-0.0844
2013-03-01,14.86,15.09,13.93,14.06,14.86,-0.8,-0.0538
2013-03-04,14.06,14.51,13.67,13.67,14.06,-0.39,-0.027700000000000002
2013-03-05,13.67,13.74,13.22,13.39,13.67,-0.28,-0.020499999999999997
2013-03-06,13.39,13.6,12.9,13.4,13.39,0.01,0.0007000000000000001
2013-03-07,13.4,13.62,12.83,13.07,13.4,-0.33,-0.0246
2013-03-08,12.85,13.58,12.85,13.34,13.07,0.27,0.0207
2013-03-11,13.34,14.32,13.12,14.25,13.34,0.91,0.06820000000000001
2013-03-12,14.25,15.67,13.7,15.13,14.25,0.88,0.0618
2013-03-13,15.13,16.43,14.69,16.2,15.13,1.07,0.0707
2013-03-14,16.2,17.16,14.58,14.66,16.2,-1.54,-0.0951
2013-03-15,14.66,15.29,14.19,15.16,14.66,0.5,0.034100000000000005
2013-03-18,15.16,16.59,15.16,15.85,15.16,0.69,0.0455
2013-03-19,15.85,17.84,14.83,16.71,15.85,0.86,0.0543
2013-03-20,16.71,17.44,16.17,16.66,16.71,-0.05,-0.003
2013-03-21,16.66,17.24,15.9,16.51,16.66,-0.15,-0.009000000000000001
2013-03-22,16.51,16.51,15.45,15.54,16.51,-0.97,-0.0588
2013-03-25,15.54,16.36,14.92,16.36,15.54,0.82,0.05280000000000001
2013-03-26,16.36,16.84,15.64,15.8,16.36,-0.56,-0.0342
2013-03-28,15.8,16.2,15.22,15.22,15.8,-0.58,-0.0367
2013-04-01,15.22,15.85,14.8,14.85,15.22,-0.37,-0.024300000000000002
2013-04-02,14.85,15.09,14.1,14.1,14.85,-0.75,-0.050499999999999996
2013-04-03,14.1,15.06,13.84,14.87,14.1,0.77,0.0546
2013-04-04,14.87,16.08,14.8,15.85,14.87,0.98,0.0659
2013-04-05,15.85,16.47,15.23,16.16,15.85,0.31,0.0196
2013-04-08,15.67,16.96,15.67,16.77,16.16,0.61,0.037700000000000004
2013-04-09,15.82,17.26,15.82,16.82,16.77,0.05,0.003
2013-04-10,16.82,17.43,16.03,16.49,16.82,-0.33,-0.0196
2013-04-11,16.49,17.59,15.99,16.97,16.49,0.48,0.0291
2013-04-12,16.97,17.26,16.33,16.45,16.97,-0.52,-0.030600000000000002
2013-04-15,16.45,17.07,16.24,16.61,16.45,0.16,0.0097
2013-04-16,16.61,16.8,16.04,16.25,16.61,-0.36,-0.0217
2013-04-17,16.25,16.58,15.76,16.36,16.25,0.11,0.0068000000000000005
2013-04-18,16.36,16.49,15.21,15.36,16.36,-1.0,-0.0611
2013-04-22,15.36,17.25,15.36,16.22,15.36,0.86,0.055999999999999994
2013-04-23,16.22,16.45,14.63,15.07,16.22,-1.15,-0.0709
2013-04-25,15.07,15.58,13.87,14.2,15.07,-0.87,-0.057699999999999994
2013-04-26,14.6,14.6,13.84,13.88,14.2,-0.32,-0.0225
2013-04-29,13.88,14.72,13.88,14.33,13.88,0.45,0.032400000000000005
2013-04-30,14.33,15.64,13.81,15.1,14.33,0.77,0.053700000000000005
2013-05-02,15.1,16.73,15.1,16.28,15.1,1.18,0.0781
2013-05-03,16.28,16.55,15.43,15.55,16.28,-0.73,-0.044800000000000006
2013-05-06,15.55,16.59,15.53,15.84,15.55,0.29,0.018600000000000002
2013-05-07,15.84,16.53,15.56,16.5,15.84,0.66,0.0417
2013-05-08,16.5,17.22,16.01,16.76,16.5,0.26,0.0158
2013-05-09,16.76,17.15,16.53,16.6,16.76,-0.16,-0.0095
2013-05-10,16.6,17.13,16.4,16.86,16.6,0.26,0.015700000000000002
2013-05-11,16.86,16.89,15.85,16.84,16.86,-0.02,-0.0012
2013-05-13,16.84,17.79,16.77,17.51,16.84,0.67,0.0398
2013-05-14,16.53,17.7,16.53,17.17,17.51,-0.34,-0.0194
2013-05-15,17.17,18.16,16.54,18.13,17.17,0.96,0.0559
2013-05-16,18.13,18.52,17.46,17.74,18.13,-0.39,-0.0215
2013-05-17,17.74,17.83,16.76,17.57,17.74,-0.17,-0.0096
2013-05-20,17.57,17.99,17.3,17.71,17.57,0.14,0.008
2013-05-21,16.99,18.22,16.99,17.88,17.71,0.17,0.0096
2013-05-22,17.88,18.03,16.95,17.72,17.88,-0.16,-0.0089
2013-05-23,17.72,19.36,16.96,18.73,17.72,1.01,0.057
2013-05-24,18.73,18.8,17.61,17.7,18.73,-1.03,-0.055
2013-05-27,17.7,18.04,16.68,17.03,17.7,-0.67,-0.0379
2013-05-28,17.03,17.62,16.63,17.12,17.03,0.09,0.0053
2013-05-29,16.79,17.87,16.79,17.86,17.12,0.74,0.0432
2013-05-30,17.86,17.86,15.84,16.04,17.86,-1.82,-0.10189999999999999
2013-05-31,16.04,17.21,15.88,16.99,16.04,0.95,0.0592
2013-06-03,16.99,17.92,16.99,17.29,16.99,0.3,0.0177
2013-06-04,17.29,17.55,16.72,17.26,17.29,-0.03,-0.0017000000000000001
2013-06-05,16.79,17.5,16.78,16.78,17.26,-0.48,-0.0278
2013-06-06,16.78,17.52,16.59,17.35,16.78,0.57,0.034
2013-06-07,17.35,17.51,16.78,17.35,17.35,0.0,0.0
2013-06-10,17.35,18.63,17.04,18.11,17.35,0.76,0.0438
2013-06-11,17.41,19.59,17.41,19.49,18.11,1.38,0.0762
2013-06-12,19.49,19.85,18.75,18.85,19.49,-0.64,-0.032799999999999996
2013-06-13,18.85,19.77,17.76,19.44,18.85,0.59,0.0313
2013-06-14,19.44,19.44,17.65,18.35,19.44,-1.09,-0.056100000000000004
2013-06-17,18.28,19.35,18.13,18.18,18.35,-0.17,-0.009300000000000001
2013-06-18,17.89,18.85,17.89,18.29,18.18,0.11,0.0061
2013-06-19,18.29,18.68,17.75,18.46,18.29,0.17,0.009300000000000001
2013-06-20,18.46,19.74,17.85,19.19,18.46,0.73,0.0395
2013-06-21,19.19,19.73,18.19,19.03,19.19,0.0,0.0
2013-06-24,19.03,21.79,18.48,21.01,19.03,1.98,0.10400000000000001
2013-06-25,21.01,22.11,20.33,21.14,21.01,0.13,0.0062
2013-06-26,21.14,21.22,20.08,21.07,21.14,-0.07,-0.0033000000000000004
2013-06-27,21.07,21.07,18.62,18.85,21.07,-2.22,-0.1054
2013-06-28,18.85,18.85,17.62,17.95,18.85,-0.9,-0.0477
2013-07-01,17.95,18.72,17.95,18.09,17.95,0.14,0.0078000000000000005
2013-07-02,18.09,18.55,17.98,18.21,18.09,0.12,0.006600000000000001
2013-07-03,18.21,19.13,17.81,18.91,18.21,0.7,0.0384
2013-07-04,18.91,19.0,18.0,18.58,18.91,-0.33,-0.0175
2013-07-05,18.58,19.01,17.75,18.67,18.58,0.09,0.0048
2013-07-08,18.67,19.85,18.38,19.34,18.67,0.67,0.0359
2013-07-09,19.34,19.53,18.41,19.32,19.34,-0.02,-0.001
2013-07-10,19.32,20.11,18.33,19.98,19.32,0.66,0.0342
2013-07-11,19.98,19.98,18.13,18.89,19.98,-1.09,-0.0546
2013-07-12,18.89,18.96,17.68,18.69,18.89,-0.2,-0.0106
2013-07-15,18.69,19.54,17.63,18.79,18.69,0.1,0.0054
2013-07-16,18.79,19.82,17.79,18.99,18.79,0.2,0.0106
2013-07-17,18.99,19.59,17.76,19.36,18.99,0.37,0.0195
2013-07-18,19.36,19.4,18.07,18.27,19.36,-1.09,-0.0563
2013-07-19,18.27,18.28,17.71,18.13,18.27,-0.14,-0.0077
2013-07-22,18.03,18.66,17.62,17.63,18.13,-0.5,-0.0276
2013-07-23,17.63,17.63,16.43,16.72,17.63,-0.91,-0.0516
2013-07-24,16.72,18.05,16.6,16.91,16.72,0.19,0.011399999999999999
2013-07-25,16.98,17.09,16.18,16.72,16.91,-0.19,-0.011200000000000002
2013-07-26,16.54,17.05,16.27,16.78,16.72,0.06,0.0036
2013-07-29,16.78,18.42,16.78,18.25,16.78,1.47,0.0876
