Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
2018-11-07,Eastern,488.93,451.88,NaN,NaN,31.20,36.97
2018-11-07,NorthEastern,31.75,35.95,NaN,NaN,14.37,7.95
2018-11-08,Northern,650.55,525.83,26.06,30.41,115.79,156.09
2018-11-08,Western,"1,243.17","1,119.23",28.14,38.29,40.29,8.23
2018-11-08,Southern,630.96,524.05,62.90,41.69,59.93,64.03
2018-11-08,Eastern,488.93,458.67,NaN,NaN,31.20,36.89
2018-11-08,NorthEastern,31.75,37.02,NaN,NaN,14.37,7.60
2018-11-09,Northern,643.92,556.39,26.06,30.42,115.79,155.89
2018-11-09,Western,"1,243.17","1,167.11",28.14,38.31,40.29,10.91
2018-11-09,Southern,620.83,546.78,62.90,41.55,59.93,85.46
2018-11-09,Eastern,488.93,463.75,NaN,NaN,31.20,32.92
2018-11-09,NorthEastern,31.75,37.62,NaN,NaN,14.37,7.65
2018-11-10,Northern,629.42,584.24,26.06,30.37,115.79,155.79
2018-11-10,Western,"1,243.17","1,215.00",28.14,38.42,40.29,10.67
2018-11-10,Southern,619.23,566.44,62.90,41.62,59.93,85.58
2018-11-10,Eastern,478.82,455.26,NaN,NaN,31.20,35.24
2018-11-10,NorthEastern,31.75,38.15,NaN,NaN,14.37,7.92
2018-11-11,Northern,624.02,597.65,26.06,30.32,115.79,151.54
2018-11-11,Western,"1,243.17","1,216.99",28.14,38.70,40.29,13.37
2018-11-11,Southern,619.23,569.17,62.90,41.33,59.93,64.36
2018-11-11,Eastern,481.92,446.18,NaN,NaN,31.20,33.71
2018-11-11,NorthEastern,31.75,38.40,NaN,NaN,14.37,8.08
2018-11-12,Northern,624.02,607.00,26.06,30.82,115.79,149.34
2018-11-12,Western,"1,243.17","1,237.43",28.14,39.01,40.29,19.92
2018-11-12,Southern,619.23,602.01,62.90,41.47,59.93,87.27
2018-11-12,Eastern,471.04,472.94,NaN,NaN,31.20,32.97
2018-11-12,NorthEastern,31.75,35.05,NaN,NaN,14.37,8.01
2018-11-13,Northern,624.02,623.76,26.06,31.22,115.79,146.57
2018-11-13,Western,"1,243.17","1,262.10",28.14,39.04,40.29,20.41
2018-11-13,Southern,619.23,610.33,62.90,40.53,59.93,83.38
2018-11-13,Eastern,471.04,463.25,NaN,NaN,31.20,36.72
2018-11-13,NorthEastern,31.75,37.32,NaN,NaN,14.37,7.93
2018-11-14,Northern,624.02,618.02,26.06,31.08,115.79,144.74
2018-11-14,Western,"1,242.38","1,264.35",28.14,39.13,40.29,18.98
2018-11-14,Southern,619.23,613.06,62.90,40.47,59.93,83.53
2018-11-14,Eastern,471.04,455.28,NaN,NaN,31.20,38.92
2018-11-14,NorthEastern,31.75,37.08,NaN,NaN,14.37,8.05
2018-11-15,Northern,621.52,611.34,26.06,31.16,115.79,145.98
2018-11-15,Western,"1,239.31","1,248.29",28.14,39.11,40.29,16.87
2018-11-15,Southern,619.23,594.14,62.90,40.53,59.93,77.00
2018-11-15,Eastern,468.47,461.50,NaN,NaN,31.20,38.61
2018-11-15,NorthEastern,31.75,38.57,NaN,NaN,14.37,8.40
2018-11-16,Northern,628.65,607.26,30.59,31.41,115.79,143.32
2018-11-16,Western,"1,239.31","1,239.64",28.14,37.69,40.29,16.95
2018-11-16,Southern,632.10,526.65,62.90,40.34,59.93,64.26
2018-11-16,Eastern,459.14,479.94,NaN,NaN,31.20,36.89
2018-11-16,NorthEastern,31.75,38.15,NaN,NaN,14.37,8.61
2018-11-17,Northern,628.65,612.43,30.59,31.50,115.79,138.88
2018-11-17,Western,"1,239.31","1,269.19",28.14,36.96,40.29,22.84
2018-11-17,Southern,632.10,538.23,62.90,41.75,59.93,71.79
2018-11-17,Eastern,459.14,476.59,NaN,NaN,31.20,36.96
2018-11-17,NorthEastern,31.75,38.89,NaN,NaN,14.37,10.20
2018-11-18,Northern,626.01,599.06,30.59,31.40,115.79,133.12
2018-11-18,Western,"1,239.31","1,265.11",28.14,26.01,40.29,20.61
2018-11-18,Southern,632.10,533.84,62.90,47.79,59.93,52.99
2018-11-18,Eastern,459.14,468.30,NaN,NaN,31.20,34.04
2018-11-18,NorthEastern,31.75,38.98,NaN,NaN,14.37,10.20
2018-11-19,Northern,626.01,608.47,30.59,31.26,115.79,132.85
2018-11-19,Western,"1,235.23","1,292.24",28.14,26.06,40.29,26.66
2018-11-19,Southern,632.10,556.08,62.90,41.80,59.93,65.88
2018-11-19,Eastern,459.14,484.01,NaN,NaN,31.20,33.68
2018-11-19,NorthEastern,31.75,38.72,NaN,NaN,14.37,7.96
2018-11-20,Northern,600.75,606.90,30.59,31.09,115.79,138.36
2018-11-20,Western,"1,229.02","1,283.00",28.14,24.72,40.29,22.18
2018-11-20,Southern,632.10,558.45,62.90,39.94,59.93,60.07
2018-11-20,Eastern,459.14,488.21,NaN,NaN,31.20,34.48
2018-11-20,NorthEastern,31.75,39.08,NaN,NaN,14.37,7.81
2018-11-21,Northern,603.05,596.58,30.59,31.33,115.79,134.67
2018-11-21,Western,"1,229.02","1,299.51",28.14,23.87,40.29,21.41
2018-11-21,Southern,632.10,550.11,62.90,35.86,59.93,60.61
2018-11-21,Eastern,459.14,493.74,NaN,NaN,31.20,34.30
2018-11-21,NorthEastern,31.75,38.06,NaN,NaN,14.37,8.22
2018-11-22,Northern,603.05,606.07,30.59,31.40,115.79,130.23
2018-11-22,Western,"1,229.02","1,290.61",28.14,25.38,40.29,21.90
2018-11-22,Southern,635.21,525.05,62.90,35.83,59.93,51.11
2018-11-22,Eastern,459.14,485.07,NaN,NaN,31.20,42.05
2018-11-22,NorthEastern,31.75,38.01,NaN,NaN,14.37,7.64
2018-11-23,Northern,603.05,595.26,30.59,31.18,115.79,130.79
2018-11-23,Western,"1,229.02","1,250.76",28.14,25.59,40.29,22.52
2018-11-23,Southern,635.21,543.21,62.90,35.81,59.93,59.30
2018-11-23,Eastern,464.35,475.91,NaN,NaN,31.20,39.92
2018-11-23,NorthEastern,31.75,38.71,NaN,NaN,14.37,8.07
2018-11-24,Northern,603.05,601.95,30.59,31.40,115.79,130.07
2018-11-24,Western,"1,233.10","1,293.23",28.14,25.89,40.29,20.97
2018-11-24,Southern,635.21,548.64,62.90,36.78,59.93,73.28
2018-11-24,Eastern,464.35,451.79,NaN,NaN,31.20,39.32
2018-11-24,NorthEastern,31.75,39.20,NaN,NaN,14.37,8.35
2018-11-25,Northern,603.05,597.35,30.59,31.35,115.79,121.41
2018-11-25,Western,"1,233.80","1,280.42",28.14,26.11,40.29,18.18
2018-11-25,Southern,644.04,523.35,62.90,36.86,59.93,59.37
2018-11-25,Eastern,464.35,439.96,NaN,NaN,31.20,32.97
2018-11-25,NorthEastern,31.75,37.58,NaN,NaN,14.37,8.54
2018-11-26,Northern,608.29,600.93,30.59,31.34,115.79,124.04
2018-11-26,Western,"1,233.80","1,305.09",28.14,26.09,40.29,21.25
2018-11-26,Southern,647.44,537.09,62.90,36.86,59.93,67.36
2018-11-26,Eastern,464.35,450.74,NaN,NaN,31.20,34.36
2018-11-26,NorthEastern,31.75,38.03,NaN,NaN,14.37,7.96
2018-11-27,Northern,608.29,610.01,30.59,31.38,115.79,125.62
2018-11-27,Western,"1,233.80","1,296.09",28.14,26.15,40.29,27.20
2018-11-27,Southern,647.44,546.37,62.90,36.96,59.93,61.89
2018-11-27,Eastern,464.35,455.87,NaN,NaN,31.20,36.59
2018-11-27,NorthEastern,31.75,38.42,NaN,NaN,14.37,7.79
2018-11-28,Northern,608.29,608.10,30.59,31.36,115.79,117.44
2018-11-28,Western,"1,233.80","1,275.15",28.14,26.10,40.29,19.71
2018-11-28,Southern,647.44,549.89,62.90,35.89,59.93,59.33
2018-11-28,Eastern,464.35,469.73,NaN,NaN,31.20,31.62
2018-11-28,NorthEastern,31.75,39.01,NaN,NaN,14.37,7.31
2018-11-29,Northern,608.29,614.89,30.59,31.41,115.79,116.09
2018-11-29,Western,"1,233.80","1,261.56",28.14,26.18,40.29,22.83
2018-11-29,Southern,647.44,569.46,62.90,36.02,59.93,68.69
2018-11-29,Eastern,464.35,465.87,NaN,NaN,31.20,35.44
2018-11-29,NorthEastern,31.75,37.54,NaN,NaN,14.37,7.47
2018-11-30,Northern,618.29,625.32,30.59,31.52,115.79,118.45
2018-11-30,Western,"1,234.59","1,249.70",28.14,26.24,40.29,23.40
2018-11-30,Southern,649.04,571.57,62.90,36.93,59.93,68.24
2018-11-30,Eastern,470.02,469.23,NaN,NaN,31.20,32.91
2018-11-30,NorthEastern,31.75,32.80,NaN,NaN,14.37,7.90
2018-12-01,Northern,611.00,601.64,26.24,28.55,103.54,114.80
2018-12-01,Western,"1,176.98","1,253.63",17.12,26.27,36.84,25.78
2018-12-01,Southern,631.01,556.80,65.10,36.50,56.93,62.16
2018-12-01,Eastern,464.61,468.82,NaN,NaN,22.67,29.79
2018-12-01,NorthEastern,31.65,33.70,NaN,NaN,11.10,6.98
2018-12-02,Northern,611.00,547.77,26.24,31.65,103.54,112.94
2018-12-02,Western,"1,193.24","1,248.21",17.12,26.27,36.84,17.33
2018-12-02,Southern,631.01,521.53,65.10,36.92,56.93,51.99
2018-12-02,Eastern,458.92,472.50,NaN,NaN,22.67,24.02
2018-12-02,NorthEastern,31.65,34.99,NaN,NaN,11.10,6.96
2018-12-03,Northern,611.00,580.07,26.24,30.88,103.54,115.16
2018-12-03,Western,"1,193.24","1,270.27",17.12,26.28,36.84,25.44
2018-12-03,Southern,631.01,542.37,65.10,36.95,56.93,68.19
2018-12-03,Eastern,458.92,462.47,NaN,NaN,22.67,26.72
2018-12-03,NorthEastern,31.65,33.28,NaN,NaN,11.10,6.96
2018-12-04,Northern,617.57,597.95,26.24,28.55,103.54,114.60
2018-12-04,Western,"1,193.24","1,267.96",17.12,26.28,36.84,23.47
2018-12-04,Southern,641.12,559.49,65.10,36.81,56.93,69.45
2018-12-04,Eastern,458.92,466.22,NaN,NaN,22.67,23.69
2018-12-04,NorthEastern,31.65,32.89,NaN,NaN,11.10,6.79
2018-12-05,Northern,616.85,612.92,26.24,31.60,103.54,116.02
2018-12-05,Western,"1,189.44","1,274.58",17.12,26.28,36.84,33.67
2018-12-05,Southern,640.67,568.86,65.10,37.02,56.93,79.54
2018-12-05,Eastern,458.92,465.67,NaN,NaN,22.67,25.90
2018-12-05,NorthEastern,31.65,32.83,NaN,NaN,11.10,6.50
2018-12-06,Northern,627.58,612.21,26.24,35.26,103.54,115.94
2018-12-06,Western,"1,202.63","1,293.72",17.12,26.32,36.84,29.44
2018-12-06,Southern,640.67,566.75,65.10,36.08,56.93,77.25
2018-12-06,Eastern,458.92,471.71,NaN,NaN,22.67,27.80
2018-12-06,NorthEastern,31.65,33.41,NaN,NaN,11.10,7.13
2018-12-07,Northern,628.04,585.70,26.24,36.36,103.54,113.83
2018-12-07,Western,"1,202.63","1,286.79",17.12,26.34,36.84,23.54
2018-12-07,Southern,643.19,561.68,65.10,36.10,56.93,70.97
2018-12-07,Eastern,458.92,475.50,NaN,NaN,22.67,26.35
2018-12-07,NorthEastern,31.65,34.30,NaN,NaN,11.10,6.99
2018-12-08,Northern,628.30,590.49,26.24,36.58,103.54,116.85
2018-12-08,Western,"1,198.75","1,271.51",17.12,26.41,36.84,22.99
2018-12-08,Southern,643.19,550.97,65.10,36.07,56.93,73.08
2018-12-08,Eastern,458.92,474.99,NaN,NaN,22.67,25.95
2018-12-08,NorthEastern,31.65,37.15,NaN,NaN,11.10,7.00
2018-12-09,Northern,630.65,587.39,26.24,36.59,103.54,112.46
2018-12-09,Western,"1,198.00","1,241.64",17.12,26.48,36.84,20.16
2018-12-09,Southern,644.24,525.99,65.10,36.95,56.93,63.85
2018-12-09,Eastern,458.92,470.78,NaN,NaN,22.67,23.69
2018-12-09,NorthEastern,31.65,34.77,NaN,NaN,11.10,6.97
2018-12-10,Northern,638.56,616.61,26.24,36.58,103.54,114.12
2018-12-10,Western,"1,192.35","1,252.79",17.12,26.40,36.84,26.12
2018-12-10,Southern,644.24,568.72,65.10,36.95,56.93,78.93
2018-12-10,Eastern,469.01,466.19,NaN,NaN,22.67,27.31
2018-12-10,NorthEastern,31.65,34.55,NaN,NaN,11.10,6.98
2018-12-11,Northern,638.56,606.31,26.24,36.62,103.54,114.34
2018-12-11,Western,"1,195.49","1,256.24",17.12,26.39,36.84,30.07
2018-12-11,Southern,644.24,580.19,65.10,36.04,56.93,77.84
2018-12-11,Eastern,481.72,474.07,NaN,NaN,22.67,26.20
2018-12-11,NorthEastern,31.65,35.06,NaN,NaN,11.10,6.14
2018-12-12,Northern,638.56,589.47,26.24,36.64,103.54,112.81
2018-12-12,Western,"1,195.49","1,228.13",17.12,26.38,36.84,25.19
2018-12-12,Southern,644.24,594.97,65.10,36.16,56.93,86.53
2018-12-12,Eastern,469.81,470.26,NaN,NaN,22.67,24.69
2018-12-12,NorthEastern,31.65,37.71,NaN,NaN,11.10,6.74
2018-12-13,Northern,638.56,594.15,26.24,34.44,103.54,114.22
2018-12-13,Western,"1,195.49","1,205.85",17.12,26.38,36.84,22.99
2018-12-13,Southern,658.03,595.86,65.10,36.09,56.93,75.21
2018-12-13,Eastern,469.81,472.85,NaN,NaN,22.67,24.81
2018-12-13,NorthEastern,31.65,38.15,NaN,NaN,11.10,6.32
2018-12-14,Northern,635.10,589.85,26.24,35.63,103.54,118.24
2018-12-14,Western,"1,191.95","1,171.68",17.12,26.47,36.84,22.44
2018-12-14,Southern,649.34,580.62,65.10,36.08,56.93,57.85
2018-12-14,Eastern,469.81,466.55,NaN,NaN,22.67,26.05
2018-12-14,NorthEastern,31.65,38.47,NaN,NaN,11.10,6.57
2018-12-15,Northern,633.47,581.09,26.24,36.60,103.54,121.67
2018-12-15,Western,"1,193.04","1,158.76",17.12,26.47,36.84,23.27
2018-12-15,Southern,649.34,540.37,65.10,36.12,56.93,61.95
2018-12-15,Eastern,472.34,462.78,NaN,NaN,22.67,28.67
2018-12-15,NorthEastern,31.65,38.68,NaN,NaN,11.10,6.78
2018-12-16,Northern,635.97,580.86,26.24,36.56,103.54,117.82
2018-12-16,Western,"1,193.04","1,131.84",17.12,26.43,36.84,19.86
2018-12-16,Southern,652.65,521.45,65.10,36.16,56.93,52.17
2018-12-16,Eastern,472.34,442.31,NaN,NaN,22.67,26.13
2018-12-16,NorthEastern,31.65,37.78,NaN,NaN,11.10,6.31
2018-12-17,Northern,636.83,612.75,26.24,34.48,103.54,117.39
2018-12-17,Western,"1,193.04","1,155.43",17.12,26.46,36.84,27.39
2018-12-17,Southern,652.65,527.51,65.10,36.23,56.93,63.95
2018-12-17,Eastern,478.03,445.55,NaN,NaN,22.67,24.11
2018-12-17,NorthEastern,31.65,37.85,NaN,NaN,11.10,6.94
2018-12-18,Northern,636.83,623.22,26.24,31.14,103.54,118.23
2018-12-18,Western,"1,193.04","1,173.76",17.12,26.49,36.84,31.90
2018-12-18,Southern,652.65,531.16,65.10,37.14,56.93,67.80
2018-12-18,Eastern,478.03,447.86,NaN,NaN,22.67,25.78
2018-12-18,NorthEastern,31.65,36.68,NaN,NaN,11.10,6.47
2018-12-19,Northern,647.98,632.53,26.24,31.21,103.54,121.26
2018-12-19,Western,"1,193.04","1,199.81",17.12,26.46,36.84,31.81
2018-12-19,Southern,652.65,538.56,65.10,37.21,56.93,84.82
2018-12-19,Eastern,472.30,444.22,NaN,NaN,22.67,26.03
2018-12-19,NorthEastern,31.65,38.23,NaN,NaN,11.10,9.30
2018-12-20,Northern,662.72,644.16,26.24,31.28,103.54,122.03
2018-12-20,Western,"1,187.11","1,218.25",17.12,26.41,36.84,33.23
2018-12-20,Southern,652.65,547.69,65.10,37.22,56.93,84.01
2018-12-20,Eastern,472.30,445.85,NaN,NaN,22.67,38.02
2018-12-20,NorthEastern,31.65,39.47,NaN,NaN,11.10,7.96
2018-12-21,Northern,668.27,635.63,26.24,31.24,103.54,120.96
2018-12-21,Western,"1,197.12","1,231.29",17.12,26.46,36.84,36.73
2018-12-21,Southern,652.65,582.54,65.10,37.08,56.93,86.39
2018-12-21,Eastern,472.30,461.51,NaN,NaN,22.67,32.02
2018-12-21,NorthEastern,31.65,39.24,NaN,NaN,11.10,7.35
2018-12-22,Northern,669.13,636.88,26.24,31.32,103.54,116.61
2018-12-22,Western,"1,197.12","1,243.45",17.12,26.39,36.84,30.42
2018-12-22,Southern,652.65,568.09,65.10,35.88,56.93,74.68
2018-12-22,Eastern,476.70,466.72,NaN,NaN,22.67,30.82
2018-12-22,NorthEastern,31.65,37.87,NaN,NaN,11.10,6.88
2018-12-23,Northern,669.13,614.67,26.24,31.35,103.54,117.54
2018-12-23,Western,"1,197.76","1,210.22",17.12,26.45,36.84,23.16
2018-12-23,Southern,652.65,521.01,65.10,36.40,56.93,55.75
2018-12-23,Eastern,476.70,469.87,NaN,NaN,22.67,23.95
2018-12-23,NorthEastern,31.65,35.43,NaN,NaN,11.10,6.25
2018-12-24,Northern,669.13,622.33,26.24,31.29,103.54,114.68
2018-12-24,Western,"1,197.76","1,205.85",17.12,26.47,36.84,26.72
2018-12-24,Southern,652.65,555.00,65.10,36.44,56.93,71.78
2018-12-24,Eastern,482.43,461.43,NaN,NaN,22.67,30.54
2018-12-24,NorthEastern,31.65,34.85,NaN,NaN,11.10,6.49
2018-12-25,Northern,679.56,625.42,26.24,31.08,103.54,115.96
2018-12-25,Western,"1,197.76","1,229.67",17.12,26.53,36.84,31.26
2018-12-25,Southern,653.10,568.22,65.10,36.97,56.93,68.19
2018-12-25,Eastern,482.43,449.77,NaN,NaN,22.67,34.43
2018-12-25,NorthEastern,31.65,34.95,NaN,NaN,11.10,6.20
2018-12-26,Northern,689.83,665.23,26.24,30.31,103.54,114.14
2018-12-26,Western,"1,201.56","1,226.17",17.12,26.48,36.84,29.51
2018-12-26,Southern,653.10,588.79,65.10,36.31,56.93,87.14
2018-12-26,Eastern,482.43,465.85,NaN,NaN,22.67,26.05
2018-12-26,NorthEastern,31.65,33.95,NaN,NaN,11.10,6.83
2018-12-27,Northern,692.69,675.71,26.24,30.91,103.54,113.39
2018-12-27,Western,"1,206.85","1,230.57",17.12,24.91,36.84,26.15
2018-12-27,Southern,653.10,602.21,65.10,35.83,56.93,79.49
2018-12-27,Eastern,482.43,467.74,NaN,NaN,22.67,35.33
2018-12-27,NorthEastern,31.65,34.15,NaN,NaN,11.10,6.94
2018-12-28,Northern,692.69,680.18,26.24,33.05,103.54,111.22
2018-12-28,Western,"1,206.85","1,222.57",17.12,25.65,36.84,28.73
2018-12-28,Southern,653.10,595.17,65.10,36.15,56.93,71.75
2018-12-28,Eastern,482.43,462.88,NaN,NaN,22.67,31.84
2018-12-28,NorthEastern,31.65,34.12,NaN,NaN,11.10,7.31
2018-12-29,Northern,692.69,670.71,26.24,25.34,103.54,111.65
2018-12-29,Western,"1,206.85","1,191.45",17.12,26.21,36.84,24.68
2018-12-29,Southern,653.10,580.31,65.10,35.43,56.93,69.68
2018-12-29,Eastern,482.43,457.34,NaN,NaN,22.67,32.10
2018-12-29,NorthEastern,31.65,33.96,NaN,NaN,11.10,7.79
2018-12-30,Northern,697.69,638.27,26.24,25.62,103.54,112.43
2018-12-30,Western,"1,206.85","1,159.96",17.12,26.56,36.84,20.14
2018-12-30,Southern,653.10,536.19,65.10,35.62,56.93,60.91
2018-12-30,Eastern,482.43,468.83,NaN,NaN,22.67,21.58
2018-12-30,NorthEastern,31.65,33.86,NaN,NaN,11.10,7.88
2018-12-31,Northern,695.43,652.53,26.24,29.49,103.54,114.88
2018-12-31,Western,"1,212.85","1,190.89",17.12,26.54,36.84,26.58
2018-12-31,Southern,659.23,552.49,65.10,35.94,56.93,69.56
2018-12-31,Eastern,483.43,471.86,NaN,NaN,22.67,26.89
2018-12-31,NorthEastern,31.65,34.21,NaN,NaN,11.10,7.79
2019-01-01,Northern,691.66,651.74,22.40,31.31,96.87,113.54
2019-01-01,Western,"1,226.36","1,203.62",17.12,26.53,36.29,31.67
2019-01-01,Southern,671.85,528.86,67.32,31.79,60.30,58.99
2019-01-01,Eastern,492.44,477.12,NaN,NaN,22.84,24.15
2019-01-01,NorthEastern,31.73,33.76,NaN,NaN,9.40,6.28
2019-01-02,Northern,691.66,660.41,22.40,30.33,96.87,110.90
2019-01-02,Western,"1,226.36","1,228.17",17.12,27.68,36.29,31.03
2019-01-02,Southern,671.85,524.91,67.32,32.21,60.30,63.03
2019-01-02,Eastern,492.44,477.13,NaN,NaN,22.84,27.10
2019-01-02,NorthEastern,31.73,33.99,NaN,NaN,9.40,7.14
2019-01-03,Northern,692.52,646.85,22.40,29.66,96.87,110.69
2019-01-03,Western,"1,226.36","1,248.10",17.12,37.34,36.29,30.73
2019-01-03,Southern,671.85,535.41,67.32,32.20,60.30,72.50
2019-01-03,Eastern,492.44,485.40,NaN,NaN,22.84,26.89
2019-01-03,NorthEastern,31.73,30.19,NaN,NaN,9.40,7.68
2019-01-04,Northern,692.52,651.34,22.40,30.61,96.87,109.86
2019-01-04,Western,"1,226.36","1,275.71",17.12,39.39,36.29,26.41
2019-01-04,Southern,671.85,551.06,67.32,32.18,60.30,68.21
2019-01-04,Eastern,492.44,477.45,NaN,NaN,22.84,28.10
2019-01-04,NorthEastern,31.73,33.88,NaN,NaN,9.40,7.46
2019-01-05,Northern,686.77,636.64,22.40,30.25,96.87,103.80
2019-01-05,Western,"1,226.36","1,245.72",17.12,39.54,36.29,25.13
2019-01-05,Southern,671.85,565.80,67.32,32.20,60.30,70.14
2019-01-05,Eastern,492.43,467.18,NaN,NaN,22.84,26.46
2019-01-05,NorthEastern,31.73,33.91,NaN,NaN,9.40,7.40
2019-01-06,Northern,686.77,612.53,22.40,29.80,96.87,104.09
2019-01-06,Western,"1,222.96","1,157.33",17.12,39.59,36.29,20.41
2019-01-06,Southern,671.85,545.45,67.32,32.26,60.30,65.18
2019-01-06,Eastern,492.43,461.64,NaN,NaN,22.84,25.60
2019-01-06,NorthEastern,31.73,32.86,NaN,NaN,9.40,6.52
2019-01-07,Northern,686.77,636.70,22.40,30.45,96.87,94.27
2019-01-07,Western,"1,237.48","1,185.17",17.12,39.64,36.29,20.30
2019-01-07,Southern,672.77,565.70,67.32,31.73,60.30,74.91
2019-01-07,Eastern,492.43,465.93,NaN,NaN,22.84,24.19
2019-01-07,NorthEastern,31.73,28.73,NaN,NaN,9.40,5.88
2019-01-08,Northern,689.10,681.53,22.40,30.36,96.87,93.71
2019-01-08,Western,"1,237.48","1,232.95",17.12,39.53,36.29,22.85
2019-01-08,Southern,672.77,561.76,67.32,31.74,60.30,70.47
2019-01-08,Eastern,492.43,482.08,NaN,NaN,22.84,19.89
2019-01-08,NorthEastern,31.73,30.15,NaN,NaN,9.40,5.97
2019-01-09,Northern,689.10,692.69,22.40,29.93,96.87,93.86
2019-01-09,Western,"1,247.83","1,216.22",17.12,39.50,36.29,29.06
2019-01-09,Southern,672.77,552.82,67.32,30.77,60.30,66.62
2019-01-09,Eastern,492.43,477.99,NaN,NaN,22.84,22.79
2019-01-09,NorthEastern,31.73,32.57,NaN,NaN,9.40,6.47
2019-01-10,Northern,678.60,685.31,22.40,29.89,96.87,94.98
2019-01-10,Western,"1,247.27","1,236.60",17.12,39.51,36.29,29.68
2019-01-10,Southern,668.37,550.31,67.32,31.54,60.30,73.74
2019-01-10,Eastern,492.43,487.67,NaN,NaN,22.84,20.91
2019-01-10,NorthEastern,31.73,37.43,NaN,NaN,9.40,5.97
2019-01-11,Northern,678.60,673.78,22.40,28.32,96.87,94.25
2019-01-11,Western,"1,247.27","1,264.04",17.12,39.55,36.29,24.62
2019-01-11,Southern,668.37,567.45,67.32,31.43,60.30,73.40
2019-01-11,Eastern,496.67,492.22,NaN,NaN,22.84,23.38
2019-01-11,NorthEastern,31.73,38.55,NaN,NaN,9.40,5.77
2019-01-12,Northern,678.60,662.60,22.40,26.65,96.87,94.63
2019-01-12,Western,"1,238.36","1,256.44",17.12,39.56,36.29,23.16
2019-01-12,Southern,668.37,570.84,67.32,31.50,60.30,72.91
2019-01-12,Eastern,496.67,497.72,NaN,NaN,22.84,22.63
2019-01-12,NorthEastern,31.73,39.17,NaN,NaN,9.40,5.89
2019-01-13,Northern,678.60,643.72,22.40,26.66,96.87,93.60
2019-01-13,Western,"1,238.36","1,198.85",17.12,39.59,36.29,18.97
2019-01-13,Southern,668.37,545.62,67.32,31.48,60.30,59.23
2019-01-13,Eastern,496.67,476.33,NaN,NaN,22.84,17.94
2019-01-13,NorthEastern,31.73,39.01,NaN,NaN,9.40,5.71
2019-01-14,Northern,676.86,627.25,22.40,26.64,96.87,98.72
2019-01-14,Western,"1,238.36","1,132.96",17.12,39.53,36.29,23.87
2019-01-14,Southern,668.37,534.88,67.32,31.40,60.30,62.47
2019-01-14,Eastern,496.67,477.47,NaN,NaN,22.84,20.35
2019-01-14,NorthEastern,31.73,38.03,NaN,NaN,9.40,5.78
2019-01-15,Northern,674.00,664.33,26.16,26.14,96.87,93.82
2019-01-15,Western,"1,242.81","1,180.58",17.12,39.35,36.29,27.57
2019-01-15,Southern,667.96,514.79,67.32,31.88,60.30,57.48
2019-01-15,Eastern,496.67,476.03,NaN,NaN,22.84,23.87
2019-01-15,NorthEastern,31.73,38.92,NaN,NaN,9.40,5.51
2019-01-16,Northern,665.62,669.99,26.16,26.10,96.87,94.07
2019-01-16,Western,"1,245.29","1,239.28",17.12,39.26,36.29,27.62
2019-01-16,Southern,667.96,516.57,67.32,31.99,60.30,58.42
2019-01-16,Eastern,508.61,484.50,NaN,NaN,22.84,21.69
2019-01-16,NorthEastern,31.73,38.75,NaN,NaN,9.40,5.43
2019-01-17,Northern,665.62,672.74,26.16,26.06,96.87,104.51
2019-01-17,Western,"1,245.29","1,243.71",17.12,39.49,36.29,25.05
2019-01-17,Southern,665.06,525.09,67.32,31.58,60.30,65.42
2019-01-17,Eastern,498.04,489.93,NaN,NaN,22.84,25.59
2019-01-17,NorthEastern,31.73,36.62,NaN,NaN,9.40,5.75
2019-01-18,Northern,665.62,680.78,26.16,26.00,96.87,103.25
2019-01-18,Western,"1,245.29","1,256.25",17.12,39.48,36.29,23.60
2019-01-18,Southern,673.85,551.62,67.32,32.14,60.30,69.27
2019-01-18,Eastern,498.04,483.14,NaN,NaN,22.84,29.69
2019-01-18,NorthEastern,31.73,37.06,NaN,NaN,9.40,6.68
2019-01-19,Northern,665.62,679.01,26.16,26.53,96.87,106.00
2019-01-19,Western,"1,245.29","1,239.78",17.12,39.44,36.29,23.50
2019-01-19,Southern,673.85,550.08,67.32,32.13,60.30,69.67
2019-01-19,Eastern,498.04,487.86,NaN,NaN,22.84,26.83
2019-01-19,NorthEastern,31.73,38.10,NaN,NaN,9.40,6.79
2019-01-20,Northern,664.76,622.93,26.16,25.95,96.87,97.46
2019-01-20,Western,"1,246.58","1,222.36",17.12,37.36,36.29,19.69
2019-01-20,Southern,673.85,526.30,67.32,32.15,60.30,57.13
2019-01-20,Eastern,498.35,483.75,NaN,NaN,22.84,22.58
2019-01-20,NorthEastern,31.73,38.35,NaN,NaN,9.40,6.52
2019-01-21,Northern,664.76,595.48,26.16,26.51,96.87,111.56
2019-01-21,Western,"1,246.58","1,214.78",17.12,37.53,36.29,21.67
2019-01-21,Southern,673.85,547.39,67.32,32.13,60.30,69.83
2019-01-21,Eastern,498.35,465.54,NaN,NaN,22.84,28.18
2019-01-21,NorthEastern,31.73,38.08,NaN,NaN,9.40,6.50
2019-01-22,Northern,665.62,541.60,26.16,26.59,96.87,106.25
2019-01-22,Western,"1,246.58","1,208.61",17.12,35.58,36.29,26.18
